prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb927_06_v4.snoRNA.0014	616,154 - 616,225 (-)	snoRNA encoding	72	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:616154-616225	null	null
Tb927_06_v4.snoRNA.0015	617,225 - 617,296 (-)	snoRNA encoding	72	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:617225-617296	null	null
Tb927_06_v4.snoRNA.0016	618,296 - 618,367 (-)	snoRNA encoding	72	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:618296-618367	null	null
Tb927_06_v4.snoRNA.0017	616,907 - 616,974 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:616907-616974	null	null
Tb927_06_v4.snoRNA.0018	613,690 - 613,757 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:613690-613757	null	null
Tb927_06_v4.snoRNA.0019	614,763 - 614,830 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:614763-614830	null	null
Tb927_06_v4.snoRNA.0020	615,836 - 615,903 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:615836-615903	null	null
Tb927_06_v4.snoRNA.0021	617,978 - 618,045 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:617978-618045	null	null
Tb927_06_v4.snoRNA.0022	619,052 - 619,119 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:619052-619119	null	null
Tb927_06_v4.snoRNA.0023	614,180 - 614,247 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:614180-614247	null	null
Tb927_06_v4.snoRNA.0024	616,326 - 616,393 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:616326-616393	null	null
Tb927_06_v4.snoRNA.0025	617,397 - 617,464 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:617397-617464	null	null
Tb927_06_v4.snoRNA.0026	618,468 - 618,535 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:618468-618535	null	null
Tb927_06_v4.snoRNA.0027	615,253 - 615,320 (-)	snoRNA encoding	68	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:615253-615320	null	null
Tb927_06_v4.snoRNA.0028	614,516 - 614,604 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:614516-614604	null	null
Tb927_06_v4.snoRNA.0029	615,589 - 615,677 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:615589-615677	null	null
Tb927_06_v4.snoRNA.0030	616,662 - 616,750 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:616662-616750	null	null
Tb927_06_v4.snoRNA.0031	617,733 - 617,821 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:617733-617821	null	null
Tb927_06_v4.snoRNA.0032	618,805 - 618,893 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:618805-618893	null	null
Tb927_06_v4.snoRNA.0033	613,443 - 613,531 (-)	snoRNA encoding	89	null	0	C/D snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:613443-613531	null	null
Tb927_06_v4.snoRNA.0034	613,599 - 613,675 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:613599-613675	null	null
Tb927_06_v4.snoRNA.0035	614,672 - 614,748 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:614672-614748	null	null
Tb927_06_v4.snoRNA.0036	615,745 - 615,821 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:615745-615821	null	null
Tb927_06_v4.snoRNA.0037	616,816 - 616,892 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:616816-616892	null	null
Tb927_06_v4.snoRNA.0038	617,887 - 617,963 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:617887-617963	null	null
Tb927_06_v4.snoRNA.0039	618,961 - 619,037 (-)	snoRNA encoding	77	null	0	H/ACA-like snoRNA			1	Tb927_06_v5.1	Tb927_06_v5.1:618961-619037	null	null
Tb927_06_v4.snoRNA.0040	806,685 - 806,774 (+)	snoRNA encoding	90	null	0	C/D snoRNA			0	Tb927_06_v5.1	Tb927_06_v5.1:806685-806774	null	null
Tb927_06_v4.snoRNA.0041	806,841 - 806,911 (+)	snoRNA encoding	71	null	0	H/ACA-like snoRNA			0	Tb927_06_v5.1	Tb927_06_v5.1:806841-806911	null	null
Tb927_08_v4.snoRNA.0001	533,918 - 534,035 (+)	snoRNA encoding	118	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:533918-534035	null	null
Tb927_08_v4.snoRNA.0002	534,567 - 534,684 (+)	snoRNA encoding	118	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534567-534684	null	null
Tb927_08_v4.snoRNA.0003	535,216 - 535,333 (+)	snoRNA encoding	118	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535216-535333	null	null
Tb927_08_v4.snoRNA.0004	535,865 - 535,982 (+)	snoRNA encoding	118	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535865-535982	null	null
Tb927_08_v4.snoRNA.0005	536,514 - 536,631 (+)	snoRNA encoding	118	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536514-536631	null	null
Tb927_08_v4.snoRNA.0006	533,809 - 533,882 (+)	snoRNA encoding	74	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:533809-533882	null	null
Tb927_08_v4.snoRNA.0007	534,458 - 534,531 (+)	snoRNA encoding	74	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534458-534531	null	null
Tb927_08_v4.snoRNA.0008	535,107 - 535,180 (+)	snoRNA encoding	74	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535107-535180	null	null
Tb927_08_v4.snoRNA.0009	535,756 - 535,829 (+)	snoRNA encoding	74	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535756-535829	null	null
Tb927_08_v4.snoRNA.0010	536,405 - 536,478 (+)	snoRNA encoding	74	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536405-536478	null	null
Tb927_08_v4.snoRNA.0011	549,674 - 549,769 (+)	snoRNA encoding	96	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:549674-549769	null	null
Tb927_08_v4.snoRNA.0012	549,815 - 549,881 (+)	snoRNA encoding	67	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:549815-549881	null	null
Tb927_08_v4.snoRNA.0013	550,571 - 550,637 (+)	snoRNA encoding	67	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:550571-550637	null	null
Tb927_08_v4.snoRNA.0014	550,949 - 551,015 (+)	snoRNA encoding	67	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:550949-551015	null	null
Tb927_08_v4.snoRNA.0015	550,193 - 550,259 (+)	snoRNA encoding	67	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:550193-550259	null	null
Tb927_08_v4.snoRNA.0016	533,634 - 533,716 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:533634-533716	null	null
Tb927_08_v4.snoRNA.0017	534,283 - 534,365 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534283-534365	null	null
Tb927_08_v4.snoRNA.0018	534,932 - 535,014 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534932-535014	null	null
Tb927_08_v4.snoRNA.0019	535,581 - 535,663 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535581-535663	null	null
Tb927_08_v4.snoRNA.0020	536,230 - 536,312 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536230-536312	null	null
Tb927_08_v4.snoRNA.0021	536,879 - 536,961 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536879-536961	null	null
Tb927_08_v4.snoRNA.0022	653,501 - 653,583 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:653501-653583	null	null
Tb927_08_v4.snoRNA.0023	657,195 - 657,277 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:657195-657277	null	null
Tb927_08_v4.snoRNA.0024	691,295 - 691,377 (+)	snoRNA encoding	83	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:691295-691377	null	null
Tb927_08_v4.snoRNA.0025	533,529 - 533,606 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:533529-533606	null	null
Tb927_08_v4.snoRNA.0026	534,178 - 534,255 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534178-534255	null	null
Tb927_08_v4.snoRNA.0027	534,827 - 534,904 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:534827-534904	null	null
Tb927_08_v4.snoRNA.0028	535,476 - 535,553 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:535476-535553	null	null
Tb927_08_v4.snoRNA.0029	536,125 - 536,202 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536125-536202	null	null
Tb927_08_v4.snoRNA.0030	536,774 - 536,851 (+)	snoRNA encoding	78	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:536774-536851	null	null
Tb927_08_v4.snoRNA.0031	549,933 - 550,026 (+)	snoRNA encoding	94	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:549933-550026	null	null
Tb927_08_v4.snoRNA.0032	550,689 - 550,782 (+)	snoRNA encoding	94	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:550689-550782	null	null
Tb927_08_v4.snoRNA.0033	550,311 - 550,404 (+)	snoRNA encoding	94	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:550311-550404	null	null
Tb927_08_v4.snoRNA.0034	691,412 - 691,498 (+)	snoRNA encoding	87	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:691412-691498	null	null
Tb927_08_v4.snoRNA.0035	653,618 - 653,704 (+)	snoRNA encoding	87	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:653618-653704	null	null
Tb927_08_v4.snoRNA.0036	657,312 - 657,398 (+)	snoRNA encoding	87	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:657312-657398	null	null
Tb927_08_v4.snoRNA.0037	653,762 - 653,843 (+)	snoRNA encoding	82	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:653762-653843	null	null
Tb927_08_v4.snoRNA.0038	657,456 - 657,537 (+)	snoRNA encoding	82	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:657456-657537	null	null
Tb927_08_v4.snoRNA.0039	691,556 - 691,637 (+)	snoRNA encoding	82	null	0	C/D snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:691556-691637	null	null
Tb927_08_v4.snoRNA.0040	654,055 - 654,119 (+)	snoRNA encoding	65	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:654055-654119	null	null
Tb927_08_v4.snoRNA.0041	655,717 - 655,781 (+)	snoRNA encoding	65	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:655717-655781	null	null
Tb927_08_v4.snoRNA.0042	691,849 - 691,913 (+)	snoRNA encoding	65	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:691849-691913	null	null
Tb927_08_v4.snoRNA.0043	693,512 - 693,576 (+)	snoRNA encoding	65	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:693512-693576	null	null
Tb927_08_v4.snoRNA.0044	695,175 - 695,239 (+)	snoRNA encoding	65	null	0	H/ACA-like snoRNA			0	Tb927_08_v5.1	Tb927_08_v5.1:695175-695239	null	null
Tb927_09_v4.snoRNA.0001	1,968,053 - 1,968,055 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1968053-1968055	null	null
Tb927_09_v4.snoRNA.0002	1,971,629 - 1,971,631 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1971629-1971631	null	null
Tb927_09_v4.snoRNA.0003	1,975,207 - 1,975,209 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1975207-1975209	null	null
Tb927_09_v4.snoRNA.0004	1,978,782 - 1,978,784 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1978782-1978784	null	null
Tb927_09_v4.snoRNA.0005	1,982,361 - 1,982,363 (+)	snoRNA encoding	3	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1982361-1982363	null	null
Tb927_09_v4.snoRNA.0006	1,917,061 - 1,917,342 (+)	snoRNA encoding	282	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917061-1917342	null	null
Tb927_09_v4.snoRNA.0007	1,917,723 - 1,918,004 (+)	snoRNA encoding	282	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917723-1918004	null	null
Tb927_09_v4.snoRNA.0008	1,918,613 - 1,918,666 (+)	snoRNA encoding	54	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1918613-1918666	null	null
Tb927_09_v4.snoRNA.0009	1,873,647 - 1,873,733 (+)	snoRNA encoding	87	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1873647-1873733	null	null
Tb927_09_v4.snoRNA.0010	1,674,007 - 1,674,102 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1674007-1674102	null	null
Tb927_09_v4.snoRNA.0011	1,675,744 - 1,675,839 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675744-1675839	null	null
Tb927_09_v4.snoRNA.0012	1,677,496 - 1,677,591 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677496-1677591	null	null
Tb927_09_v4.snoRNA.0013	1,680,988 - 1,681,083 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680988-1681083	null	null
Tb927_09_v4.snoRNA.0014	1,682,724 - 1,682,819 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1682724-1682819	null	null
Tb927_09_v4.snoRNA.0015	1,684,497 - 1,684,631 (-)	snoRNA encoding	135	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1684497-1684631	null	null
Tb927_09_v4.snoRNA.0016	1,679,238 - 1,679,333 (-)	snoRNA encoding	96	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679238-1679333	null	null
Tb927_09_v4.snoRNA.0017	1,967,311 - 1,967,565 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1967311-1967565	null	null
Tb927_09_v4.snoRNA.0018	1,970,887 - 1,971,141 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1970887-1971141	null	null
Tb927_09_v4.snoRNA.0019	1,974,465 - 1,974,719 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1974465-1974719	null	null
Tb927_09_v4.snoRNA.0020	1,978,040 - 1,978,294 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1978040-1978294	null	null
Tb927_09_v4.snoRNA.0021	1,981,619 - 1,981,873 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1981619-1981873	null	null
Tb927_09_v4.snoRNA.0022	1,985,199 - 1,985,453 (+)	snoRNA encoding	255	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1985199-1985453	null	null
Tb927_09_v4.snoRNA.0023	1,674,291 - 1,674,446 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1674291-1674446	null	null
Tb927_09_v4.snoRNA.0024	1,676,028 - 1,676,183 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1676028-1676183	null	null
Tb927_09_v4.snoRNA.0025	1,677,780 - 1,677,935 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677780-1677935	null	null
Tb927_09_v4.snoRNA.0026	1,679,522 - 1,679,677 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679522-1679677	null	null
Tb927_09_v4.snoRNA.0027	1,681,272 - 1,681,427 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1681272-1681427	null	null
Tb927_09_v4.snoRNA.0028	1,683,008 - 1,683,163 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1683008-1683163	null	null
Tb927_09_v4.snoRNA.0029	1,684,764 - 1,684,919 (-)	snoRNA encoding	156	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1684764-1684919	null	null
Tb927_09_v4.snoRNA.0030	1,917,060 - 1,917,113 (+)	snoRNA encoding	54	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917060-1917113	null	null
Tb927_09_v4.snoRNA.0031	1,917,722 - 1,917,775 (+)	snoRNA encoding	54	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917722-1917775	null	null
Tb927_09_v4.snoRNA.0032	1,918,384 - 1,918,437 (+)	snoRNA encoding	54	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1918384-1918437	null	null
Tb927_09_v4.snoRNA.0033	1,916,854 - 1,917,027 (+)	snoRNA encoding	174	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1916854-1917027	null	null
Tb927_09_v4.snoRNA.0034	1,917,516 - 1,917,689 (+)	snoRNA encoding	174	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917516-1917689	null	null
Tb927_09_v4.snoRNA.0035	1,918,178 - 1,918,351 (+)	snoRNA encoding	174	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1918178-1918351	null	null
Tb927_09_v4.snoRNA.0036	1,674,229 - 1,674,273 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1674229-1674273	null	null
Tb927_09_v4.snoRNA.0037	1,675,966 - 1,676,010 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675966-1676010	null	null
Tb927_09_v4.snoRNA.0038	1,677,718 - 1,677,762 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677718-1677762	null	null
Tb927_09_v4.snoRNA.0039	1,679,460 - 1,679,504 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679460-1679504	null	null
Tb927_09_v4.snoRNA.0040	1,681,210 - 1,681,254 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1681210-1681254	null	null
Tb927_09_v4.snoRNA.0041	1,682,946 - 1,682,990 (-)	snoRNA encoding	45	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1682946-1682990	null	null
Tb927_09_v4.snoRNA.0042	1,684,739 - 1,684,813 (-)	snoRNA encoding	75	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1684739-1684813	null	null
Tb927_09_v4.snoRNA.0043	1,916,974 - 1,917,027 (+)	snoRNA encoding	54	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1916974-1917027	null	null
Tb927_09_v4.snoRNA.0044	1,917,636 - 1,917,689 (+)	snoRNA encoding	54	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1917636-1917689	null	null
Tb927_09_v4.snoRNA.0045	1,918,298 - 1,918,351 (+)	snoRNA encoding	54	null	0	H/ACA-like snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1918298-1918351	null	null
Tb927_09_v4.snoRNA.0046	666,850 - 666,981 (-)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:666850-666981	null	null
Tb927_09_v4.snoRNA.0047	667,360 - 667,491 (-)	snoRNA encoding	132	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:667360-667491	null	null
Tb927_09_v4.snoRNA.0048	1,966,976 - 1,967,044 (+)	snoRNA encoding	69	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1966976-1967044	null	null
Tb927_09_v4.snoRNA.0049	1,970,594 - 1,970,620 (+)	snoRNA encoding	27	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1970594-1970620	null	null
Tb927_09_v4.snoRNA.0050	1,974,172 - 1,974,198 (+)	snoRNA encoding	27	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1974172-1974198	null	null
Tb927_09_v4.snoRNA.0051	1,977,705 - 1,977,773 (+)	snoRNA encoding	69	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1977705-1977773	null	null
Tb927_09_v4.snoRNA.0052	1,981,284 - 1,981,352 (+)	snoRNA encoding	69	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1981284-1981352	null	null
Tb927_09_v4.snoRNA.0053	1,984,864 - 1,984,932 (+)	snoRNA encoding	69	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1984864-1984932	null	null
Tb927_09_v4.snoRNA.0054	666,703 - 666,810 (-)	snoRNA encoding	108	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:666703-666810	null	null
Tb927_09_v4.snoRNA.0055	667,213 - 667,320 (-)	snoRNA encoding	108	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:667213-667320	null	null
Tb927_09_v4.snoRNA.0056	1,873,155 - 1,873,298 (+)	snoRNA encoding	144	null	0	C/D snoRNA			0	Tb927_09_v5.1	Tb927_09_v5.1:1873155-1873298	null	null
Tb927_09_v4.snoRNA.0057	1,673,874 - 1,673,939 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1673874-1673939	null	null
Tb927_09_v4.snoRNA.0058	1,675,611 - 1,675,676 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675611-1675676	null	null
Tb927_09_v4.snoRNA.0059	1,677,363 - 1,677,428 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677363-1677428	null	null
Tb927_09_v4.snoRNA.0060	1,679,105 - 1,679,170 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1679105-1679170	null	null
Tb927_09_v4.snoRNA.0061	1,680,855 - 1,680,920 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680855-1680920	null	null
Tb927_09_v4.snoRNA.0062	1,682,591 - 1,682,656 (-)	snoRNA encoding	66	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1682591-1682656	null	null
Tb927_09_v4.snoRNA.0063	1,684,382 - 1,684,459 (-)	snoRNA encoding	78	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1684382-1684459	null	null
Tb927_09_v4.snoRNA.0064	1,686,118 - 1,686,195 (-)	snoRNA encoding	78	null	0	H/ACA-like snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1686118-1686195	null	null
Tb927_09_v4.snoRNA.0065	1,673,514 - 1,673,549 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1673514-1673549	null	null
Tb927_09_v4.snoRNA.0066	1,675,254 - 1,675,289 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1675254-1675289	null	null
Tb927_09_v4.snoRNA.0067	1,677,003 - 1,677,038 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1677003-1677038	null	null
Tb927_09_v4.snoRNA.0068	1,678,749 - 1,678,784 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1678749-1678784	null	null
Tb927_09_v4.snoRNA.0069	1,680,495 - 1,680,530 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1680495-1680530	null	null
Tb927_09_v4.snoRNA.0070	1,682,235 - 1,682,270 (-)	snoRNA encoding	36	null	0	C/D snoRNA			1	Tb927_09_v5.1	Tb927_09_v5.1:1682235-1682270	null	null
